nama_tempat,alamat,rating,jumlah_review,stt_tlp,website,latitude,longitude,aksesibilitas,type_place_clean,kota_kabupaten,is_24_hours,open_time,close_time,operational_status,telepon_clean,skor_aksesibilitas,Label_akses
Masjid PEJLAGRAHAN,Kec. Lemahwungkuk,"4,9",34.0,Tidak Ada,Tidak Tersedia,-6.7266571,108.5722408,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Baitul Mu'minin,"Jl. DR. Setiabudi No.2011, Kec. Palimanan","4,7",106.0,Tidak Ada,Tidak Tersedia,-6.6986707,108.430583,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' NURUL HUDA,Kec. Sumber,"4,6",38.0,Tidak Ada,Tidak Tersedia,-6.7451259,108.4912546,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Syarif Hidayatullah RSD Gunung Jati,"Jl. Kesambi Baru, Kec. Kesambi","4,8",162.0,Tidak Ada,Tidak Tersedia,-6.729954,108.5536555,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Hidayah,"Jl. Raya Indramayu - Cirebon No.1A, Kec. Gunungjati","4,6",88.0,Tidak Ada,Tidak Tersedia,-6.6852831,108.5480805,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Hidayah,,"4,6",94.0,Tidak Ada,Tidak Tersedia,-6.741887,108.4539696,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
GKI Pamitran,"Jl. Kromong Jl. Pamitran No.1, Kec. Kejaksan","4,7",33.0,Ada,Tersedia,-6.7137018,108.5595398,,Gereja Protestan,Kota Cirebon,False,,,Tidak diketahui,231232335.0,0,Tidak Tersedia
GKI Pengampon,"Jl. Pengampon No.31, Kec. Lemahwungkuk","4,9",63.0,Ada,Tersedia,-6.7226437,108.5703951,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Cirebon,False,,,Tidak diketahui,231204815.0,2,Aksesibilitas Terbatas
GBI Arjawinangun,"Jl. Kantor Pos No.1, Kec. Arjawinangun","4,8",31.0,Ada,Tersedia,-6.6481225,108.4079118,,Gereja Protestan,Kabupaten Cirebon,False,,,Tidak diketahui,231357216.0,0,Tidak Tersedia
"GPIB Jemaat ""GETSEMANI"" di Cirebon","Jl. Pembangunan VI, Kec. Kedawung","4,7",50.0,Ada,Tersedia,-6.7230025,108.546812,,Gereja Protestan,Kota Cirebon,False,,,Tidak diketahui,231231143.0,0,Tidak Tersedia
GSPDI Filadelfia Kenduruan Cirebon,"Jl. Kenduruan No.92, Kec. Lemahwungkuk","4,9",185.0,Ada,Tersedia,-6.7169189,108.5690098,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar']",Gereja Umum,Kota Cirebon,False,,,Tidak diketahui,231233565.0,3,Aksesibilitas Cukup Lengkap
Gereja Pantekosta,,"4,8",59.0,Ada,Tersedia,-6.7255753,108.5634305,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Cirebon,False,,,Tidak konsisten,85224222221.0,2,Aksesibilitas Terbatas
HKBP Resort Cirebon,Kec. Kejaksan,"4,7",70.0,Ada,Tersedia,-6.7093594,108.5497757,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Cirebon,False,,,Tidak konsisten,231232207.0,1,Aksesibilitas Terbatas
Gereja Katolik Santo Yohanes Rasul ( Stasi Arjawinangun ),"Jl. Pegadaian, Kec. Arjawinangun","4,8",31.0,Tidak Ada,Tidak Tersedia,-6.6473039,108.4085749,,Gereja Katolik,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Vihara Pemancar Keselamatan,Kec. Pekalipan,"4,4",89.0,Tidak Ada,Tidak Tersedia,-6.7206866,108.5662263,,Vihara,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Vihara Dewi Welas Asih,Jalan,"4,6",307.0,Tidak Ada,Tidak Tersedia,-6.7179106,108.570364,,Vihara,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Pura Agung Jati Pramana Cirebon,"Jl. Bali No.4, Kec. Harjamukti","4,5",222.0,Tidak Ada,Tidak Tersedia,-6.754175,108.5603237,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Pura,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Furqon,Kec. Kadungora,"4,5",53.0,Ada,Tidak Tersedia,-7.0885582,107.8712843,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Garut,False,,,Tidak diketahui,82272732526.0,0,Tidak Tersedia
Masjid Ikhlasuniah Komplek Dolog,Kec. Batununggal,"4,6",45.0,Ada,Tidak Tersedia,-6.9332798,107.6418822,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Bandung,False,,,Tidak diketahui,89504091527.0,0,Tidak Tersedia
Masjid Hujung,Kec. Leles,"4,7",37.0,Tidak Ada,Tidak Tersedia,-7.1036085,107.8792087,,Masjid,Kabupaten Garut,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami At-Taufiq,"Jl. Gumuruh No.88, Kec. Batununggal","4,8",134.0,Tidak Ada,Tidak Tersedia,-6.9346327,107.6379818,,Masjid,Kota Bandung,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Ikhlash,"Jl. Maleer V No.174, Kec. Batununggal","4,8",150.0,Tidak Ada,Tidak Tersedia,-6.9293421,107.6402181,,Masjid,Kota Bandung,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurul Iman,"Jl. Papanggungan, Kec. Kiaracondong","4,6",34.0,Tidak Ada,Tidak Tersedia,-6.933566,107.6461035,,Masjid,Kota Bandung,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid AL-HIKMAH,Kec. Batununggal,"4,4",33.0,Tidak Ada,Tidak Tersedia,-6.9285313,107.6434257,,Masjid,Kota Bandung,False,,,Tidak diketahui,,0,Tidak Tersedia
GBI Sukawarna Cabang Piset,"Jl. Pelajar Pejuang 45 No.119, Kec. Lengkong","4,8",45.0,Tidak Ada,Tersedia,-6.934543,107.6255293,,Gereja Protestan,Kota Bandung,False,,,Tidak diketahui,,0,Tidak Tersedia
"Gereja Katolik Paroki Bunda Maria, Garut","Jl. Bank No.50, Kec. Garut Kota","4,7",158.0,Ada,Tersedia,-7.2140694,107.9037341,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kabupaten Garut,False,,,Tidak konsisten,81285887782.0,3,Aksesibilitas Cukup Lengkap
Gereja Injili Indonesia,"Jl. Bratayuda No.4, Kec. Garut Kota","4,4",104.0,Ada,Tersedia,-7.2165634,107.9086332,,Gereja Umum,Kabupaten Garut,False,,,Tidak diketahui,262233907.0,0,Tidak Tersedia
Gereja Yesus Sejati (GYS) Bandung,"Jl. Pungkur No.49B, Kec. Regol","4,8",60.0,Ada,Tersedia,-6.9272424,107.6054574,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,False,,,Tidak konsisten,224235432.0,2,Aksesibilitas Terbatas
Gereja HKI Jemaat Dame,"Jl. Soekarno-Hatta No.542, Kec. Buahbatu","4,3",47.0,Tidak Ada,Tidak Tersedia,-6.943717,107.6486349,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Bandung,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
Gereja Sidang Kristus,"Jl. Sunda No.49, Kec. Sumur Bandung","4,9",30.0,Ada,Tidak Tersedia,-6.919418,107.6177875,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Bandung,False,,,Tidak diketahui,224237181.0,1,Aksesibilitas Terbatas
Masjid Miftahul Amanah,"Jl. Brigjenm. Isa, Kec. Purwaharja","4,8",43.0,Ada,Tidak Tersedia,-7.3569022,108.5311038,Tidak memiliki pintu masuk khusus pengguna kursi roda,Masjid,Kota Banjar,False,,,Tidak diketahui,265745892.0,0,Tidak Tersedia
Masjid Uswatun Hasanah Situbatu,"Jl. Manonjaya - Banjar No.43, Kec. Banjar","4,5",45.0,Tidak Ada,Tersedia,-7.3866664,108.4880999,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Masjid,Kota Banjar,False,,,Tidak diketahui,,0,Tidak Tersedia
Pusdai Kota Banjar,Kec. Banjar,"4,3",309.0,Tidak Ada,Tidak Tersedia,-7.3612611,108.5337112,,Masjid,Kota Banjar,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Lathif,Kec. Banjar,"4,5",48.0,Tidak Ada,Tidak Tersedia,-7.3707705,108.5374477,,Masjid,Kota Banjar,False,,,Tidak diketahui,,0,Tidak Tersedia
Gapura Selamat Datang Kota Banjar,"Jl. Nasional III No.22, Kec. Purwaharja","4,7",167.0,Tidak Ada,Tidak Tersedia,-7.3555429,108.5303917,Tidak memiliki pintu masuk khusus pengguna kursi roda | Tidak memiliki tempat parkir khusus pengguna kursi roda,Pura,Kota Banjar,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Cibabat,"Jl. Pesantren, Kec. Cimahi Utara","4,7",211.0,Tidak Ada,Tidak Tersedia,-6.8875141,107.5560397,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
MASJID JAMI AT-TAQWA MEKARSARI,"Jl. Lapang Tembak Sel. No.18, Kec. Cimahi Tengah","4,6",89.0,Ada,Tidak Tersedia,-6.8829355,107.5254142,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,2270807618.0,0,Tidak Tersedia
Masjid Mutiara,Kec. Cimahi Tengah,"4,7",81.0,Tidak Ada,Tidak Tersedia,-6.8867952,107.5472722,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid al Ihsan (Citopeng),Kec. Cimahi Sel,"4,5",64.0,Tidak Ada,Tidak Tersedia,-6.9121682,107.5659565,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid At-Taufiq,Kec. Cimahi Sel,"4,9",31.0,Tidak Ada,Tidak Tersedia,-6.9204039,107.5619379,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Siti Chodidjah,"Jl. Sangkuriang No.79, Kec. Cimahi Utara","5,0",94.0,Ada,Tidak Tersedia,-6.8646715,107.5397471,,Masjid,Kota Cimahi,False,,,Tidak diketahui,226654621.0,0,Tidak Tersedia
Masjid Al-Jihad,Kec. Cimahi Tengah,"4,8",56.0,Tidak Ada,Tidak Tersedia,-6.8727482,107.5340585,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Baiturrahman KH Usman Dhomiri,Kec. Cimahi Tengah,"4,8",132.0,Tidak Ada,Tidak Tersedia,-6.8784616,107.5309513,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Al Qolam,"Jl. Terusan No.41, Kec. Cimahi Tengah","4,6",110.0,Ada,Tidak Tersedia,-6.872075,107.546511,,Masjid,Kota Cimahi,False,,,Tidak diketahui,226628751.0,0,Tidak Tersedia
Masjid Baitul Mukhlisin,"Jl. Kota Mas Indah No.86, Kec. Cimahi Tengah","4,8",103.0,Tidak Ada,Tidak Tersedia,-6.8689674,107.5410359,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
Masjid As Saab,"Jl. Cipageran No.4, Kec. Cimahi Utara","4,7",88.0,Ada,Tidak Tersedia,-6.8583287,107.5447131,,Masjid,Kota Cimahi,False,,,Tidak diketahui,226642839.0,0,Tidak Tersedia
Masjid Nurul Falah,"Jl. Mahar Martanegara No.160-152, Kec. Cimahi Sel","4,6",48.0,Tidak Ada,Tidak Tersedia,-6.9001755,107.5475133,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Darussalam,"Jl. Pasantren Permai No.127, Kec. Cimahi Utara","4,7",52.0,Tidak Ada,Tidak Tersedia,-6.8810061,107.5553571,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Asy Syuhud,Kec. Cimahi Tengah,"4,8",185.0,Tidak Ada,Tidak Tersedia,-6.8746115,107.5290123,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,2,Aksesibilitas Terbatas
Masjid Al Hijrah RW 11 komplek Aneka Bhakti,"Jl. Bakti Mas I, Kec. Cimahi Sel","4,7",108.0,Tidak Ada,Tidak Tersedia,-6.9010419,107.5247346,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Miftah,"Jl. Tirta Indah, Kec. Cimahi Sel","4,7",30.0,Tidak Ada,Tidak Tersedia,-6.9095224,107.5565349,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Hidayah UNJANI,"Jl. Unjani, Kec. Cimahi Sel","4,8",124.0,Tidak Ada,Tidak Tersedia,-6.8865877,107.5260192,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al - Hijrah,"Jl. Suka Indah Raya, Kec. Cimahi Tengah","4,7",163.0,Tidak Ada,Tidak Tersedia,-6.8714466,107.525448,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Mukarromah,"Jl. Taman Bukit I No.28, Kec. Cimahi Sel","4,6",58.0,Tidak Ada,Tidak Tersedia,-6.910602,107.527028,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Shofiyatul Munaa,"No Jl. Pesantren No.130, Kec. Cimahi Utara","4,8",160.0,Tidak Ada,Tidak Tersedia,-6.8769265,107.5596876,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Asy-Syuura,"Jl. Dieng Raya, Kec. Cimahi Sel","4,9",48.0,Tidak Ada,Tidak Tersedia,-6.9199316,107.5548257,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Ma'arij,"Jl. Nusantara Raya, Kec. Cimahi Utara","4,7",64.0,Tidak Ada,Tidak Tersedia,-6.8749044,107.5545618,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Gede al Huda,Kec. Cimahi Tengah,"4,8",37.0,Tidak Ada,Tidak Tersedia,-6.8959853,107.554841,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Istiqlal,"Jl. Babakan Loa No.35, Kec. Cimahi Utara","4,7",87.0,Tidak Ada,Tidak Tersedia,-6.8825722,107.5658834,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid ABRI,"Jl. Gatot Subroto No.1, Kec. Cimahi Tengah","4,6",471.0,Tidak Ada,Tidak Tersedia,-6.8865581,107.5381252,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Kautsar,"Jln.Pasoepati No.1, Kec. Cimahi Tengah","4,7",64.0,Tidak Ada,Tidak Tersedia,-6.8779555,107.5376341,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Baitussalam,"Jl. Kyai H. Usman Dhomiri Gg. Masjid No.RT 06/19, Kec. Cimahi Tengah","4,6",51.0,Tidak Ada,Tidak Tersedia,-6.875657,107.5304501,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Mukhlis,"Jl. Ciawitali No.2, Kec. Cimahi Utara","4,5",46.0,Tidak Ada,Tidak Tersedia,-6.866786,107.553225,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Al Istiqomah,"Jl. Ranca Bali, Kec. Cimahi Utara","4,7",81.0,Tidak Ada,Tidak Tersedia,-6.886512,107.564679,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar Hidayah Nur Inka Cimahi Utara,"Jl. Cihanjuang No.43, Kec. Cimahi Utara","4,8",755.0,Tidak Ada,Tidak Tersedia,-6.8746536,107.5514284,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Islam Perumnas Cijerah 2,Kec. Cimahi Sel,"4,6",30.0,Tidak Ada,Tidak Tersedia,-6.9223191,107.5646355,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurul Palad,"Jl. Baru Munajan, Kec. Cimahi Tengah","4,7",61.0,Tidak Ada,Tidak Tersedia,-6.8889686,107.5441126,,Masjid,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
HKBP Ressort Cimahi Jl. Sisingamangaraja,"Jl. Sisingamangaraja Kel.Padasuka No.174, Kec. Cimahi Tengah","4,6",204.0,Ada,Tersedia,-6.8755656,107.5368173,,Gereja Protestan,Kota Cimahi,False,,,Tidak diketahui,226646339.0,0,Tidak Tersedia
GPdI Bukit Hermon,"Jl. Mahar Martanegara No.103, Kec. Cimahi Tengah","4,7",137.0,Ada,Tersedia,-6.8992965,107.5517264,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Cimahi,False,,,Tidak diketahui,2220560199.0,2,Aksesibilitas Terbatas
Gereja Katolik St. Agustinus Cimahi,"Jl. Gatot Subroto No.28, Kec. Cimahi Tengah","4,5",66.0,Tidak Ada,Tidak Tersedia,-6.8780164,107.5445062,,Gereja Katolik,Kota Cimahi,False,,,Tidak diketahui,,0,Tidak Tersedia
Pondok Suddhi Bhavana,"Jl. Kolonel Masturi No.Km 5, Kec. Cisarua","4,3",35.0,Tidak Ada,Tidak Tersedia,-6.8316063,107.5545507,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Vihara,Kabupaten Bandung,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurrohman,"Jl. Merpati X Perumnas, Kec. Harjamukti","4,6",30.0,Tidak Ada,Tidak Tersedia,-6.7399922,108.5654869,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Huda,"Jl. Saleh No.119, Kec. Kejaksan","4,9",34.0,Tidak Ada,Tidak Tersedia,-6.6991294,108.556122,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid An-Nur,"Jl. Kantor No.34, Kec. Lemahwungkuk","4,7",140.0,Tidak Ada,Tidak Tersedia,-6.718755,108.568857,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Jama'ah,"Jalan Werkudara Raya, Kec. Kesambi","4,7",46.0,Tidak Ada,Tidak Tersedia,-6.7263098,108.5355691,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
MASJID DARUL MUTTAQIN,"Jl. Karang Jalak, Kec. Kesambi","4,7",35.0,Tidak Ada,Tidak Tersedia,-6.7308276,108.5453775,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid At-Taubah,"Jl. Perjuangan, Kec. Kesambi","4,7",83.0,Tidak Ada,Tidak Tersedia,-6.7427115,108.5231823,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al Bahar Komplek TNI AL,Kec. Kesambi,"4,9",37.0,Tidak Ada,Tidak Tersedia,-6.7226415,108.5484788,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Sunan Kalijaga,"Jl. Gn. Malabar D XII No.D.16 Blk. G, Kec. Harjamukti","4,7",45.0,Tidak Ada,Tidak Tersedia,-6.7494912,108.5587255,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Falah,"Jl. Dr. Wahidin Sudirohusodo No.46, Kec. Kejaksan","4,7",166.0,Tidak Ada,Tidak Tersedia,-6.7082317,108.5507704,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Cucimanah,"Jl. Jagasatru, Kec. Pekalipan","4,5",44.0,Tidak Ada,Tidak Tersedia,-6.7284595,108.5666786,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Baitul Ma'arif,Kec. Kedawung,"4,7",30.0,Tidak Ada,Tidak Tersedia,-6.7231778,108.5400258,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Fithroh,"Jl. Samiaji No.1, Kec. Kejaksan","4,7",127.0,Tidak Ada,Tidak Tersedia,-6.7123793,108.5531747,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Besar An-Nur,Kec. Talun,"4,8",149.0,Tidak Ada,Tidak Tersedia,-6.7573668,108.5072958,,Masjid,Kabupaten Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Miladul Muttaqin,"Jl. DR. Sutomo, Kec. Kesambi","4,7",166.0,Ada,Tidak Tersedia,-6.7255097,108.5562625,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cirebon,False,,,Tidak diketahui,83179874254.0,0,Tidak Tersedia
Masjid Al-Jumhur,"Jl. Sunyaragi No.37, Kec. Kesambi","4,7",118.0,Tidak Ada,Tidak Tersedia,-6.7361571,108.5468532,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Wasiatul Ulama,"Jl. Karya Bhakti III, Kec. Harjamukti","4,7",35.0,Tidak Ada,Tidak Tersedia,-6.7528351,108.5347248,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Kraton Kanoman,"Jalan Kanoman Utara RW.10, Kec. Pekalipan","4,7",76.0,Tidak Ada,Tidak Tersedia,-6.7217546,108.5670229,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Assalam,"Jl. Stasiun No.6, Kec. Kejaksan","4,8",66.0,Tidak Ada,Tidak Tersedia,-6.7046927,108.5565191,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Nurul Ilmi UGJ,"Jl. Pemuda Raya No.35, Kec. Kesambi","4,7",103.0,Tidak Ada,Tidak Tersedia,-6.7291447,108.5457792,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al - Binaa,"Jl. Satria Komplek PU No.3, Kec. Kesambi","4,7",97.0,Ada,Tidak Tersedia,-6.7249747,108.5590529,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,231239642.0,0,Tidak Tersedia
Masjid Ar-Rasyiduun Yayasan Da'rul Hikam,"Jalan Brigjend Dharsono No. 1, Kec. Kesambi","4,4",66.0,Tidak Ada,Tidak Tersedia,-6.7341829,108.5406961,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami Al-Muhajirin,"Jl. Kalitanjung Barat, Kec. Harjamukti","4,8",56.0,Tidak Ada,Tidak Tersedia,-6.7473204,108.5378378,,Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al-Jami'ah UIN Siber Syekh Cirebon,"Jl. Perjuangan, Kec. Kesambi","4,6",164.0,Tidak Ada,Tidak Tersedia,-6.735477,108.5333146,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,,0,Tidak Tersedia
Masjid Al Marqi,JL. Simaja Utara,"4,7",63.0,Ada,Tidak Tersedia,-6.732194,108.556635,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Cirebon,False,,,Tidak diketahui,85224146111.0,0,Tidak Tersedia
Masjid Jami' Kantor Walikota Depok,"Jl. Margonda Raya No.54, Kec. Pancoran Mas","4,5",53.0,Tidak Ada,Tidak Tersedia,-6.3933264,106.8217539,,Masjid,Kota Depok,False,,,Tidak diketahui,,0,Tidak Tersedia
