nama_tempat,alamat,rating,jumlah_review,stt_tlp,website,latitude,longitude,aksesibilitas,type_place_clean,kota_kabupaten,is_24_hours,open_time,close_time,operational_status,telepon_clean,skor_aksesibilitas,Label_akses
Masjid Jami' Unwanus Sa'adah,"Jl. Mesjid Lio No.47 4 14, Kec. Pancoran Mas","4,8",79.0,Tidak Ada,Tidak Tersedia,-6.3980298,106.8174529,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Istiqomah,Kecamatan Beji,"4,8",70.0,Tidak Ada,Tidak Tersedia,-6.3829875,106.8133906,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Al Ihsan Permata Depok,Jl. Berlian Perumahan,"4,8",303.0,Tidak Ada,Tersedia,-6.442239,106.8083742,,Masjid,Kota Depok,False,04:00,20:00,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Kautsar,Kec. Sukmajaya,"4,8",177.0,Tidak Ada,Tidak Tersedia,-6.3764432,106.838077,['Memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Depok,True,00:00,23:59,24 Jam,,1,Aksesibilitas Terbatas
Masjid Jami' Al-Qubaiyah,"Jalan Kembang, Kecamatan Beji","4,7",92.0,Tidak Ada,Tidak Tersedia,-6.3859023,106.8159218,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,False,03:30,21:30,Normal,,0,Tidak Tersedia
Masjid Jami' Annur,"Jl. Bella Casa Residence, Kec. Sukmajaya","4,8",58.0,Ada,Tersedia,-6.4061602,106.8250831,,Masjid,Kota Depok,False,04:00,22:00,Tidak diketahui,87772893296.0,0,Tidak Tersedia
Masjid Jami' Baitul Kamal,"Jl. Margonda No.54, Kec. Pancoran Mas","4,7",526.0,Tidak Ada,Tidak Tersedia,-6.3932978,106.8217263,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Masjid,Kota Depok,False,03:30,21:30,Normal,,3,Aksesibilitas Cukup Lengkap
Masjid Jami' Al-Ma'mur,"Jl. Klp. Dua Raya No.7, Kec. Cimanggis","4,7",661.0,Tidak Ada,Tidak Tersedia,-6.356241,106.8427394,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Al-Inaayah,"Jl. Masjid Al Inaayah No.kel, Kec. Cipayung","4,8",38.0,Tidak Ada,Tidak Tersedia,-6.4382263,106.8006173,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Yaqin,"Jl. Mandor Samin No.RT. 02 / 05, Kec. Cilodong","4,8",193.0,Ada,Tidak Tersedia,-6.4255594,106.8314181,,Masjid,Kota Depok,False,04:00,21:15,Normal,817184321.0,0,Tidak Tersedia
Masjid Jami' Al-Marhamah,"Jl. Nusantara Raya No.125, Kecamatan Beji","4,7",64.0,Tidak Ada,Tidak Tersedia,-6.3869575,106.8141316,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Falah,"Jl. Tanah Baru, Kec. Pancoran Mas","4,8",47.0,Tidak Ada,Tidak Tersedia,-6.3935657,106.8060695,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,False,03:30,21:30,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Barkah,"Jl. Pesantren Jl. Situ Asih No.RT. 001/008, Kec. Pancoran Mas","4,5",66.0,Ada,Tidak Tersedia,-6.4092674,106.7944402,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,True,00:00,23:59,24 Jam,89668199397.0,2,Aksesibilitas Terbatas
Masjid Al Mukhlashiin,"Jl. Abdul Wahab No.16, Kec. Sawangan","4,8",288.0,Tidak Ada,Tidak Tersedia,-6.3895384,106.7603443,,Masjid,Kota Depok,False,03:00,20:00,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Muttaqin,"Jl. Mutiara Sentosa Boulevard, Kec. Sawangan","4,8",30.0,Tidak Ada,Tidak Tersedia,-6.4089309,106.7799452,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' At-Taqwa,"Jl. Kober Gg. Kesadaran, Kecamatan Beji","4,5",42.0,Tidak Ada,Tidak Tersedia,-6.3845845,106.8308133,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Daarul Muttaqiin,"Jl. Camar 1, Kec. Pancoran Mas","4,8",46.0,Tidak Ada,Tersedia,-6.3920207,106.8060283,,Masjid,Kota Depok,False,04:00,20:00,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Ikhlash,Kec. Cipayung,"4,7",41.0,Tidak Ada,Tidak Tersedia,-6.4162625,106.7909844,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Ummahatul Mukminin,,"4,8",36.0,Tidak Ada,Tidak Tersedia,-6.4011875,106.8165156,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Ar-Riyadh,"Jl. Kolintang II, Kec. Sukmajaya","4,9",380.0,Tidak Ada,Tidak Tersedia,-6.3931872,106.8410365,,Masjid,Kota Depok,False,04:00,21:00,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Muqarrabin,Kec. Pancoran Mas,"4,7",42.0,Tidak Ada,Tidak Tersedia,-6.3847625,106.7959219,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Raudlatul Mu'minin,"Jl. Tole Iskandar, Kec. Sukmajaya","4,8",34.0,Tidak Ada,Tidak Tersedia,-6.4046281,106.8435772,,Masjid,Kota Depok,False,03:00,22:30,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Hijrah Mampang Hills,"Jl. Pramuka Raya Komplek Mampang Hills Gardenia 2, Kec. Pancoran Mas","5,0",46.0,Tidak Ada,Tersedia,-6.3892422,106.7915618,['Ada toilet khusus pengguna kursi roda'],Masjid,Kota Depok,True,00:00,23:59,24 Jam,,1,Aksesibilitas Terbatas
Masjid Jami' Al-Hikmah,"Jl. Menpor Palsigunung No.24, Kec. Cimanggis","4,8",145.0,Tidak Ada,Tidak Tersedia,-6.3572783,106.8524547,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Akbar Al-Hidayah,"Jl. Raya Keadilan, Kec. Pancoran Mas","4,7",139.0,Tidak Ada,Tersedia,-6.4093657,106.7904199,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Al-Muhajirin,Kec. Pancoran Mas,"4,8",177.0,Tidak Ada,Tidak Tersedia,-6.3857875,106.7964219,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Detos - Jami' Amirul Mukminin,"Jl. Margonda Lantai UG, Kecamatan Beji","4,6",292.0,Tidak Ada,Tidak Tersedia,-6.3723144,106.8313524,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,False,09:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami' Baitussalam,"Jl. Puri Depok Mas No.26, Kec. Pancoran Mas","4,8",66.0,Tidak Ada,Tidak Tersedia,-6.3981806,106.8008236,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Nurul Islam,"Jl. Mangga Raya No.106 A, Kec. Pancoran Mas","4,7",194.0,Ada,Tidak Tersedia,-6.3963352,106.8104325,,Masjid,Kota Depok,False,04:00,21:15,Normal,2177203221.0,0,Tidak Tersedia
Masjid Jami' Al-Ittihad Pondok Terong,"Jl. Masjid Al Ittihad No.72, Kec. Cipayung","4,8",143.0,Tidak Ada,Tidak Tersedia,-6.433509,106.8066769,,Masjid,Kota Depok,False,03:30,21:30,Normal,,0,Tidak Tersedia
Masjid Jami' Baiturrahim,"Jl. Kp. Kekupu Jl. Perumahan Depok Maharaja No.Rt. 02/05, Kec. Pancoran Mas","4,8",119.0,Tidak Ada,Tidak Tersedia,-6.4013503,106.7929103,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Graha Mampang Mas,"Jl. Damai No.51, Kec. Pancoran Mas","4,9",41.0,Tidak Ada,Tidak Tersedia,-6.3912743,106.8008369,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami Al-Khairiyah,"Jl. Raya Kalimulya, Kec. Cilodong","4,6",189.0,Tidak Ada,Tidak Tersedia,-6.4340148,106.8209696,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Darussalam,Jl. Kampung Baru Kavling No. 15 RT.02/17,"4,5",38.0,Ada,Tidak Tersedia,-6.4089182,106.8075254,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Depok,False,04:00,22:00,Tidak diketahui,81905815656.0,0,Tidak Tersedia
Masjid Jami' Al-Awwal,"Jl. Mawar Raya, Kec. Pancoran Mas","4,8",170.0,Tidak Ada,Tidak Tersedia,-6.3919317,106.8119181,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Muthmainah,Kec. Cipayung,"4,7",34.0,Tidak Ada,Tidak Tersedia,-6.4171171,106.7986211,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Nurul Ihsan,"Jl. Arif Rahman Hakim No.52, Kecamatan Beji","4,6",216.0,Tidak Ada,Tersedia,-6.3887397,106.8187658,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,False,04:00,22:00,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Muiz,"Jl. Boulevard Grand Depok City Blok e No.123, Kec. Cilodong","4,8",241.0,Tidak Ada,Tidak Tersedia,-6.4316537,106.8266592,['Ada toilet khusus pengguna kursi roda'],Masjid,Kota Depok,False,04:30,20:00,Normal,,1,Aksesibilitas Terbatas
Masjid Jami' Al-Muwahhidin,"Jl. Jeruk Raya No.201, Kec. Pancoran Mas","4,7",171.0,Tidak Ada,Tidak Tersedia,-6.398173,106.8129853,,Masjid,Kota Depok,False,03:00,21:00,Normal,,0,Tidak Tersedia
Masjid Jami' Nurut Taqwa,"Jl. Lontar No.4, Kecamatan Beji","4,7",184.0,Tidak Ada,Tidak Tersedia,-6.3648231,106.7980574,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Al-Wahyu,"Jl. Rw. Indah 1 No.63, Kec. Cipayung","4,8",139.0,Tidak Ada,Tidak Tersedia,-6.4312046,106.8071886,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Depok,False,03:30,21:30,Normal,,0,Tidak Tersedia
Masjid Al-Madinah,"Jl. Depok Raya No.2A, Kec. Antapani","4,8",235.0,Tidak Ada,Tidak Tersedia,-6.914533,107.65603,,Masjid,Kota Bandung,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Al-Khairatul Islam,"Jl. H. Mahali No.42, Kecamatan Beji","4,7",209.0,Tidak Ada,Tidak Tersedia,-6.3630778,106.8348799,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Al-Barokah,"Jl. K.H.M. Usman, Kecamatan Beji","4,7",339.0,Tidak Ada,Tersedia,-6.363486,106.8155864,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Nurussalam,"Jl. Halmahera No.1, Kecamatan Beji","4,8",292.0,Tidak Ada,Tidak Tersedia,-6.3852512,106.8110508,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Darul Falah,"Jl. Masjid Darul Falah No.77, Kec. Pancoran Mas","4,8",30.0,Tidak Ada,Tidak Tersedia,-6.3999875,106.7994531,,Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Amal,Kec. Pancoran Mas,"4,6",50.0,Tidak Ada,Tidak Tersedia,-6.4111106,106.8122911,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,False,04:00,22:00,Tidak diketahui,,0,Tidak Tersedia
Masjid Jami' Nur Al-Bashiroh,"Jl. Perum. Poin MAS D No.6, Kec. Pancoran Mas","4,8",116.0,Tidak Ada,Tidak Tersedia,-6.4001712,106.7956194,['Tidak memiliki pintu masuk khusus pengguna kursi roda'],Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Amru Bittaqwa,"Jl. Perumahan Mampang Indah 2, Kec. Pancoran Mas","4,9",199.0,Ada,Tidak Tersedia,-6.3893352,106.7902434,,Masjid,Kota Depok,False,04:00,20:00,Normal,8979804750.0,0,Tidak Tersedia
Masjid Jami' Al-Mujahidin,"Jl. Masjid Al-Mujahidin No.77, Kec. Limo","4,7",159.0,Tidak Ada,Tidak Tersedia,-6.3743102,106.7686296,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' An-Nuur,"Jl. Nuri No.Raya, Kec. Pancoran Mas","4,8",74.0,Ada,Tidak Tersedia,-6.3925281,106.8072561,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,217759609.0,0,Tidak Tersedia
Masjid Jami' Taman Firdaus,"Jl. Irian Jaya, Kec. Pancoran Mas","4,7",210.0,Tidak Ada,Tidak Tersedia,-6.393447,106.8097619,['Tidak memiliki tempat parkir khusus pengguna kursi roda'],Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid Jami' Imam Asy-Syafi'i,"Jl. Persahabatan No.69, Kec. Sukmajaya","4,9",564.0,Tidak Ada,Tersedia,-6.4143689,106.8381553,,Masjid,Kota Depok,False,04:30,05:00,Normal,,0,Tidak Tersedia
Masjid Jami' Al-Kohinoor,"Jl. Al-Furqon, Kecamatan Beji","4,8",221.0,Tidak Ada,Tidak Tersedia,-6.3591734,106.834034,"['Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak memiliki tempat parkir khusus pengguna kursi roda']",Masjid,Kota Depok,False,04:00,21:15,Normal,,0,Tidak Tersedia
Masjid Jami' Baitul Mukhlisin,"Jl. Perumahan Bukit Novo No.3, Kec. Pancoran Mas","4,7",154.0,Tidak Ada,Tidak Tersedia,-6.3995221,106.8324397,,Masjid,Kota Depok,False,03:30,21:30,Normal,,0,Tidak Tersedia
Masjid Jami' Baitul Hamid,"Jl. Leli II, Kec. Pancoran Mas","4,8",83.0,Tidak Ada,Tersedia,-6.389729,106.8121648,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Masjid At-Tauhid (Nur Iman),Kec. Cimanggis,"4,8",301.0,Tidak Ada,Tidak Tersedia,-6.3812802,106.8951789,,Masjid,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Thomas, Kelapa Dua - Depok","Jl. Akses UI, Kec. Cimanggis","4,8",420.0,Tidak Ada,Tersedia,-6.354559,106.8484529,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Katolik,Kota Depok,False,09:00,17:00,Normal,,2,Aksesibilitas Terbatas
GBI KAMBOJA (RAYON 9) DEPOK,"Jl. Kamboja No.18, Kec. Pancoran Mas","4,7",269.0,Tidak Ada,Tersedia,-6.3980853,106.8246435,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak konsisten,,3,Aksesibilitas Cukup Lengkap
Gereja Kristen Pasundan Jemaat Depok,"Jl. St. Depok Lama No.7, Kec. Pancoran Mas","4,7",49.0,Tidak Ada,Tersedia,-6.4056782,106.8180395,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,,2,Aksesibilitas Terbatas
Gereja Kristen Indonesia Depok,"Jl. Kenanga No.20, Kec. Pancoran Mas","4,8",229.0,Tidak Ada,Tersedia,-6.4014363,106.8226654,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,06:00,08:00,Normal,,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki Santo Herkulanus, Depok Jaya","Jl. Irian Jaya No.1, Kec. Pancoran Mas","4,8",291.0,Tidak Ada,Tersedia,-6.3936403,106.8080655,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar']",Gereja Katolik,Kota Depok,False,05:07,18:30,Tidak diketahui,,3,Aksesibilitas Cukup Lengkap
GPIB Immanuel Depok,"Jl. Pemuda No.70, Kec. Pancoran Mas","4,8",261.0,Tidak Ada,Tersedia,-6.4031152,106.8247146,,Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak konsisten,,0,Tidak Tersedia
GPIB Shalom Depok,"Jl. Kembang Lio No.9, Kecamatan Beji","4,8",150.0,Tidak Ada,Tersedia,-6.3896771,106.8171455,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak konsisten,,1,Aksesibilitas Terbatas
"Gereja Katolik Paroki Santo Matheus, Depok II Tengah","Jl. Sadewa Raya No.1, Kec. Sukmajaya","4,7",146.0,Tidak Ada,Tersedia,-6.390395,106.8418066,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Katolik,Kota Depok,False,05:00,12:00,Normal,,1,Aksesibilitas Terbatas
Gereja Toraja Jemaat Depok,"Jl. Pemuda No.62A, Kec. Pancoran Mas","4,7",68.0,Ada,Tersedia,-6.4029589,106.8236621,,Gereja Umum,Kota Depok,False,05:07,18:30,Tidak diketahui,2177203164.0,0,Tidak Tersedia
"Gereja Katolik Paroki Santo Paulus, Depok","Jl. Melati No.4, Kec. Pancoran Mas","4,8",752.0,Tidak Ada,Tersedia,-6.4010938,106.8212418,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Depok,True,00:00,23:59,24 Jam,,3,Aksesibilitas Cukup Lengkap
Gereja GKPS Depok,"Jl. Kedondong II, Kecamatan Beji","4,5",48.0,Tidak Ada,Tersedia,-6.383764,106.8273703,,Gereja Protestan,Kota Depok,False,07:00,00:00,Tidak konsisten,,0,Tidak Tersedia
Gereja Baptis Indonesia Depok,"Jl. Bungur No.RT. 003/11, Kec. Pancoran Mas","4,5",49.0,Tidak Ada,Tersedia,-6.3986686,106.8216941,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Depok,False,05:07,18:30,Tidak konsisten,,1,Aksesibilitas Terbatas
GPIB Pancaran Kasih Depok,"Jl. Tole Iskandar No.27, Kec. Cilodong","4,8",191.0,Tidak Ada,Tersedia,-6.4099299,106.8608014,,Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak konsisten,,0,Tidak Tersedia
Gereja Kristen Jawa Depok,"Jl. Nakula Raya No.1, Kec. Sukmajaya","4,7",44.0,Ada,Tersedia,-6.3904933,106.8414127,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,217701557.0,1,Aksesibilitas Terbatas
Gereja Katolik Bunda Maria Ratu Paroki Sukatani,"Jl. Gas Alam, Kec. Tapos","4,8",225.0,Tidak Ada,Tersedia,-6.3882213,106.8890145,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Depok,True,00:00,23:59,24 Jam,,2,Aksesibilitas Terbatas
"Gereja Katolik Paroki Santo Markus, Depok Timur","Jalan Kerinci Raya No.11 RT.08 10, Kec. Sukmajaya","4,8",185.0,Tidak Ada,Tersedia,-6.3948945,106.8536982,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Katolik,Kota Depok,False,05:07,18:30,Tidak diketahui,,2,Aksesibilitas Terbatas
HKBP Depok 1,"Jl. Cendrawasih Raya No.1, Kec. Pancoran Mas","4,7",223.0,Ada,Tersedia,-6.3913151,106.8066811,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,2177201639.0,1,Aksesibilitas Terbatas
GPdI Bethesda Depok,"Jl. Siliwangi No.68, Kec. Pancoran Mas","4,8",60.0,Tidak Ada,Tersedia,-6.4003774,106.826834,,Gereja Umum,Kota Depok,False,19:00,20:00,Normal,,0,Tidak Tersedia
Abbalove Depok,"Jl. Kenanga No.3A, Kec. Pancoran Mas","4,6",133.0,Tidak Ada,Tersedia,-6.4010145,106.8223534,"['Memiliki kursi khusus pengguna kursi roda', 'Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', ' Tidak dilengkapi dukungan instalasi bantu dengar']",Gereja Umum,Kota Depok,False,05:07,18:30,Tidak konsisten,,2,Aksesibilitas Terbatas
GBI PEKAPURAN,"Jl. Pekapuran No.3B, Kec. Cimanggis","4,7",75.0,Tidak Ada,Tersedia,-6.3863916,106.8710402,['Memiliki pintu masuk khusus pengguna kursi roda'],Pura,Kota Depok,False,05:07,18:30,Tidak konsisten,,1,Aksesibilitas Terbatas
GKI Palsigunung,"Jl. Raya Duta Pelni No.12, Kec. Sukmajaya","4,7",145.0,Tidak Ada,Tersedia,-6.3727498,106.8582211,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,09:00,17:00,Normal,,2,Aksesibilitas Terbatas
Gereja HKBP Depokdua,"Jl. Samiaji Raya No.1, Kec. Sukmajaya","4,6",200.0,Ada,Tidak Tersedia,-6.389558,106.83983,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,217702053.0,2,Aksesibilitas Terbatas
GPIB/ GMAHK/POUK PELNI CIMANGGIS DEPOK,"Jl. Gama Setia Barat 2 No.G1, Kec. Sukmajaya","4,7",30.0,Tidak Ada,Tersedia,-6.3736524,106.853886,,Gereja Protestan,Kota Depok,True,00:00,23:59,24 Jam,,0,Tidak Tersedia
Gereja Kristen Jawa Yeremia,"Jl. Melati Raya No.1 A, Kec. Pancoran Mas","4,7",83.0,Tidak Ada,Tersedia,-6.3901766,106.8102818,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Protestan,Kota Depok,False,08:00,15:00,Normal,,1,Aksesibilitas Terbatas
Gereja BNKP Depok,Kec. Pancoran Mas,"4,8",87.0,Tidak Ada,Tersedia,-6.3993614,106.829039,,Gereja Umum,Kota Depok,False,09:00,22:00,Normal,,0,Tidak Tersedia
GKI Cinere,"Jl. Lereng Indah Blok P Kav. 5, Kec. Cinere","4,8",331.0,Tidak Ada,Tersedia,-6.3461754,106.7760218,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,08:00,17:00,Normal,,3,Aksesibilitas Cukup Lengkap
GPIB Sawangan Depok,"Jl. Arco Raya No.30, Kec. Bojongsari","4,6",92.0,Ada,Tersedia,-6.4363746,106.7486576,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,2518611290.0,2,Aksesibilitas Terbatas
GBKP Runggun Depok-Lenteng Agung,Kecamatan Beji,"4,9",83.0,Tidak Ada,Tersedia,-6.3885458,106.8204016,['Memiliki pintu masuk khusus pengguna kursi roda'],Gereja Umum,Kota Depok,False,05:07,18:30,Tidak konsisten,,1,Aksesibilitas Terbatas
GKI CILODONG,"Jl. Toraya No.52, Kec. Cilodong","4,8",49.0,Tidak Ada,Tersedia,-6.4361991,106.8385128,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,,2,Aksesibilitas Terbatas
GKPI Depok,"Jl. Siliwangi dalam No.21, Kec. Pancoran Mas","4,8",44.0,Tidak Ada,Tersedia,-6.4004082,106.8237056,,Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak konsisten,,0,Tidak Tersedia
Gereja HKBP Depok Timur,"Jl. Kerinci Raya No.9, Kec. Sukmajaya","4,7",180.0,Ada,Tersedia,-6.395274,106.8533167,,Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,217719164.0,0,Tidak Tersedia
GPIB Cinere,"Jl. Irian No.J2, Kec. Cinere","4,7",66.0,Tidak Ada,Tersedia,-6.3497554,106.7775113,,Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak konsisten,,0,Tidak Tersedia
Gereja Presbiterian Bukit Sion Indonesia,"Jl. Telaga Warna I No. 2, Kec. Cinere","4,9",73.0,Tidak Ada,Tersedia,-6.321294,106.782176,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Depok,False,05:07,18:30,Tidak konsisten,,2,Aksesibilitas Terbatas
GKMI PETRA DEPOK,"Jl. Cempaka No.2, Kec. Pancoran Mas","4,9",35.0,Ada,Tersedia,-6.3991459,106.8231905,"['Memiliki pintu masuk khusus pengguna kursi roda', 'Memiliki tempat parkir khusus pengguna kursi roda']",Gereja Umum,Kota Depok,False,05:07,18:30,Tidak diketahui,217773450.0,2,Aksesibilitas Terbatas
HKBP Cimanggis,Kec. Cimanggis,"4,5",35.0,Tidak Ada,Tidak Tersedia,-6.3879919,106.8674611,,Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
GBI DTC,"depok town centre jl. raya sawangan ruko no 1 & 2, Kec. Pancoran Mas","4,8",55.0,Tidak Ada,Tersedia,-6.3961999,106.7925873,"['Mendukung broadcast audio Auracast', 'Memiliki tempat parkir khusus pengguna kursi roda', 'Tidak memiliki kursi khusus pengguna kursi roda', 'Tidak memiliki pintu masuk khusus pengguna kursi roda', 'Tidak ada toilet khusus pengguna kursi roda']",Gereja Protestan,Kota Depok,False,05:07,18:30,Tidak diketahui,,0,Tidak Tersedia
